track_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,genre_top,genre_top_code
3681,0.6240762164,0.2942891881,0.8565905331,0.8910031474,0.11536795429999999,0.0414526688,117.741,0.2509938593,Rock,1
37637,0.628078226,0.36132081159999996,0.8250365645000001,0.8471851439,0.196486463,0.0398517949,139.139,0.5990859292,Rock,1
41302,0.8019586448999999,0.5064563507000001,0.6881732476000001,0.8886196272,0.1417024159,0.0470786287,92.209,0.6530776169,Rock,1
40948,0.846783066,0.2276212268,0.4692025924,0.9335703529,0.080573742,0.029546221600000002,80.122,0.9455165440000001,Rock,1
837,0.4056113456,0.2446375302,0.8371315023999999,0.7257114492,0.09512946050000001,0.0498090918,142.916,0.3078801304,Rock,1
32462,0.2597001432,0.2567623216,0.8338617990999999,0.9240129319,0.0884525677,0.0332319264,122.671,0.29836356210000003,Rock,1
565,0.6924559372,0.5316357125,0.683107402,0.9064239040000001,0.34070861700000005,0.031280490099999995,138.034,0.4887318888,Rock,1
17601,0.8338082381,0.5791294787,0.3650796714,0.8718292933,0.1210865351,0.027333596800000002,89.1,0.3554829588,Rock,1
47462,0.8926328714,0.40307323240000004,0.5604224442,0.9692682893000001,0.12363637,0.029876408700000006,137.815,0.7560634995000001,Rock,1
32450,0.6749931653,0.4253285604,0.5545486883,0.9449021992000001,0.0992189085,0.0319047882,106.999,0.11591486039999999,Rock,1
1281,0.868124048,0.2095658631,0.3321825329,0.9416033881999999,0.11033584099999999,0.0317808411,85.574,0.0370430891,Rock,1
12113,0.004308027,0.4340817976,0.7873719904,0.8869445732,0.112067784,0.0381193155,140.775,0.41228444350000004,Rock,1
90690,0.00017548340000000001,0.1970593659,0.7970429540999999,0.0098293863,0.1122496643,0.0611207347,165.393,0.1684158488,Rock,1
19499,0.9240824472,0.3443749967,0.4991682829,1.454e-07,0.23635531399999998,0.5213655583,56.318999999999996,0.7536636701999999,Rock,1
4003,0.9567469155,0.3451017424,0.5360555276,0.9077961553,0.1315767005,0.0447764756,155.885,0.3965131899,Rock,1
17457,0.29162797690000003,0.2579331229,0.9397134981999999,0.8117709723000001,0.3285071052,0.0993069367,156.608,0.10309553910000001,Rock,1
8025,0.9408825563,0.276266731,0.8190306484000001,0.0908682453,0.077153148,0.0380665955,166.892,0.922641663,Rock,1
60352,0.0609804662,0.418778431,0.7887516509,3.6263999999999997e-06,0.13147535470000002,0.055650449000000005,104.98700000000001,0.5492813583,Rock,1
35474,0.5949250321,0.4182821633,0.4280840619,0.7857551669,0.37046423030000003,0.0336029994,118.43700000000001,0.5876991256,Rock,1
23257,0.5673194917000001,0.36583146549999995,0.6040820884,0.8786069675,0.10905531730000001,0.0573026654,85.546,0.5811782551,Rock,1
11268,0.3521851814,0.8131082805,0.7011092543,0.8898951661,0.2496162024,0.0333564748,89.99600000000002,0.8750540417,Rock,1
57551,0.2255928734,0.3647995393,0.220934988,1.6865e-06,0.1033993374,0.03187905,82.824,0.12288726119999999,Rock,1
37331,0.5348630568,0.4625794596,0.3843984625,0.8933950065999999,0.1016014495,0.04405224,120.37,0.1364588018,Rock,1
49104,0.7111716283,0.6764932855,0.5946094733,0.5490626014,0.07105183820000001,0.042381746799999995,137.39700000000002,0.8764904903,Rock,1
1890,0.17140618920000006,0.456081451,0.6807506103000001,0.9307115161,0.0812015595,0.028628674700000002,107.08,0.4967603352,Rock,1
75680,4.2135299999999996e-05,0.5722039529,0.9118370156000001,0.0013873667000000001,0.0875230484,0.030098725099999998,120.021,0.5260118226,Rock,1
3489,0.7423758914,0.4176041446,0.8227863973999999,0.713674755,0.058815914000000004,0.0321642199,147.934,0.4283422013,Rock,1
28811,0.0570762979,0.3750706365,0.8433343066,0.1893595718,0.1114034102,0.030917787000000002,153.092,0.5318750839,Rock,1
1598,0.5565410473,0.22735898300000001,0.6411206550999999,0.00017668099999999998,0.1637896507,0.0690802738,150.791,0.2176679305,Rock,1
18613,0.9367480759000001,0.4133340306,0.40540971729999997,0.9728700043,0.1177555295,0.0360009052,91.39200000000001,0.7333775562,Rock,1
34348,0.9573112037999999,0.3824905593,0.2013301361,0.8680398859,0.1265485423,0.031229466400000006,106.01299999999999,0.4490482738,Rock,1
117883,0.0472052433,0.3135529984,0.9437129823,1.17232e-05,0.2015086153,0.0895369653,180.165,0.8507104998,Rock,1
1591,0.4242134924,0.23995758120000002,0.8807678790000001,0.5577525574000001,0.15747887630000001,0.1232059667,163.328,0.3150927082,Rock,1
4795,0.8196944409,0.3504905851,0.8304709245,0.8719254217,0.7138641656999999,0.050879956100000005,102.023,0.3844971369,Rock,1
28765,0.0080467828,0.24020232100000002,0.9472272607,0.8430317076,0.1156189901,0.043725416100000004,172.30599999999995,0.49765676880000004,Rock,1
34423,0.9260894808,0.3537597049,0.4727770303,0.9523273634999999,0.11020163,0.029719596,148.85399999999996,0.6057654617,Rock,1
41812,0.6272640325,0.4181550847,0.1862249128,0.8003426081,0.0727534546,0.029846436,97.361,0.0899352206,Rock,1
17718,0.9701795019,0.5013418568,0.2505950571,0.7476269252,0.4761155391,0.0370847268,80.067,0.3993857489,Rock,1
33466,0.17845750940000002,0.4939507473,0.3079687401,0.8739315124,0.12005221810000001,0.0978669653,94.73200000000001,0.1691478377,Rock,1
7476,0.9926226723,0.241528496,0.43618244409999996,0.6947297673999999,0.5928184485,0.0674706083,70.75,0.2065189114,Rock,1
8186,0.6143489264,0.2685062638,0.930820891,0.8605959497,0.17643161170000002,0.0999259451,104.838,0.11879016869999999,Rock,1
17723,0.8943443573000001,0.3131542291,0.6572452289,0.9363811170999999,0.0921184607,0.0388030021,183.75099999999998,0.7027845544,Rock,1
9666,0.9490061121,0.39898926219999997,0.44308929049999995,0.8613859596,0.1749623939,0.029329504300000007,84.145,0.7086968469,Rock,1
4381,0.9870512982999999,0.5346730385,0.6684744904,0.9238283151000001,0.1144309535,0.107679925,141.49,0.059788306900000004,Rock,1
20489,0.8455044887000001,0.19187349899999998,0.6271003468,0.9150125729,0.1201023118,0.0510811107,80.07300000000002,0.5284076978,Rock,1
3923,0.8380929034000001,0.34546505710000003,0.3716678306,0.924067657,0.1020692883,0.12012727949999999,157.495,0.3096423164,Rock,1
46205,0.6132286964,0.5003198943,0.48799235679999997,0.9368112833,0.6377504697999999,0.0303270352,112.667,0.8247492681999999,Rock,1
4777,0.8913950993,0.3262638897,0.3876330759,0.7482437121,0.6862384689,0.0401804311,133.04,0.4739525126,Rock,1
26238,0.5766327504,0.3962788161,0.3935193112,0.5717302352,0.2977099799,0.0557738413,215.43900000000002,0.9371874992,Rock,1
7839,0.9778860895999999,0.0815957279,0.9917794570999999,0.8385358863,0.1329945067,0.110110753,196.231,0.0955346673,Rock,1
4802,0.2064031536,0.3328006815,0.9082155784,0.6100404049,0.5277282128999999,0.061262705599999995,131.881,0.37830977109999997,Rock,1
47916,0.0306013673,0.4104384521,0.7597508426999999,0.9238782322,0.1875733465,0.027534787,97.719,0.6078606910000001,Rock,1
249,0.9797552518000001,0.3717837511,0.5234081405,0.9688381615,0.10944696179999999,0.0703791312,168.606,0.3771696974,Rock,1
105099,0.0695150212,0.3450091486,0.9979636495,0.8546491253,0.1323261785,0.09402456890000001,115.135,0.0378341715,Rock,1
28198,0.9265904992,0.5844921146000001,0.40386693659999995,0.9709115393000001,0.11642363230000001,0.0402783178,94.634,0.2070131589,Rock,1
531,0.9729040781999999,0.4505568834000001,0.3854682954,0.893690361,0.09841161470000001,0.0357259694,130.166,0.11691426449999999,Rock,1
47386,0.6137930199,0.41161387899999996,0.9556802631,0.9311980620999999,0.092520031,0.0388030684,116.037,0.41854136280000004,Rock,1
69259,0.5080299555,0.5030183711,0.6090542483,9.66e-08,0.2099106824,0.0267252824,147.211,0.7102136823,Rock,1
